kanji,count
事,1,火事,大火事,事,事故,返事,仕事,大火事,返事,交通事故
自,1,自転車,自己,自己紹介,自由
社,1,社,神社,貿易会社,社会的,社会,社長,会社員,会社
発,1,六時発,発
者,1,医者,研究者
地,1,地下,遊園地,地下鉄,地震
業,1,授業,卒業
方,1,土方,夕方,方,方,使い方,作り方
新,1,新宿,新しい,新聞
場,1,場所,売り場,会場,冬場,駐車場,切符売り場
員,1,会社員,員,工員
立,1,役に立つ,立派,立てる
開,1,開く,開く,開ける
手,1,上手,手紙,手,相手,手首,手続き
力,1,力不足
問,1,質問
代,1,代わる
明,1,説明,明日,明後日,明るい,夜明け,説明会
動,1,志望動機,動機,活動,動く,動かす,動物,運動,就職活動
京,1,東京,京都,東京都,東京市
目,1,目,目がね
通,1,普通,普通列車,交通事故
言,1,言う
理,1,料理,理由,無理
体,1,体,体育館
田,1,友田,田中,古田さん
主,1,主人
題,1,宿題
意,1,意味,注意
不,1,不便,力不足
作,1,作る,作文,作り方
用,1,用いる,利用,申込用紙
度,1,一度
強,1,強い,勉強する
公,1,公園,公,公民館
持,1,持つ,気持ち
野,1,野菜,野球
以,1,以て
思,1,思う
家,1,家本,家,家族,出家
世,1,お世話,世界
多,1,多い,最多
正,1,正しい,正直,正月
安,1,安全,安い
院,1,病院,入院
心,1,心細い,心,心配する
界,1,世界
教,1,宗教,教える,教会,教育,教養
文,1,作文,文,文句,注文,文法
元,1,元気
重,1,重い,重り
近,1,最近,近い,近所,近所の人
考,1,考える
画,1,映画,映画館
海,1,海,海外,北海道
売,1,売る,売り場,切符売り場
知,1,知る,知り合う,知らせる
道,1,道,道路,鉄道,北海道
集,1,集まる,集める
別,1,送別会,特別区,特別
物,1,物,食べ物,飲み物,置物,贈り物,博物館,買い物,果物,動物,荷物
使,1,使う,使い,大使館,使い方
品,1,食品,品
計,1,腕時計,計る,計り
死,1,死ぬ
特,1,特別区,特別
私,1,私
始,1,始まる,始める
朝,1,朝,朝ご飯,毎朝
運,1,運動,運転免許証
終,1,終わる,終える
台,1,台頭,台風
広,1,広告,広い
住,1,住む,住む所,住所
真,1,写真
有,1,有る,有名,有り難う
口,1,悪口,口,口座
少,1,少し,少しずつ
町,1,町
料,1,料理,材料,給料
工,1,工員
建,1,建てる
空,1,空,空港
急,1,宅急便
止,1,止まる,止める,止める
送,1,送別会,送る
切,1,切る,切符,親切,大切,締め切り,切符売り場
転,1,自転車,転がる,運転免許証
研,1,研究者,研究室,研究
足,1,足,足首,力不足,足す
究,1,研究者,研究室,研究
楽,1,気楽,音楽
起,1,起きる,起す
着,1,着る,着く
店,1,喫茶店
病,1,病院
質,1,質問
待,1,待つ,招待
試,1,試験,筆記試験,面接試験
族,1,民族,家族,水族館
銀,1,銀行,銀
早,1,早い
映,1,映画,映画館
親,1,両親,親切
験,1,試験,筆記試験,面接試験,経験
英,1,英語,英字
医,1,医者
仕,1,仕事
去,1,去年,去る
味,1,味噌,味,興味,意味
写,1,写真
字,1,習字,名字,漢字,英字
答,1,答える,答え
夜,1,夜,夜明け,夜中
音,1,音,音楽
注,1,注意,注文,注ぐ,注ぐ
帰,1,帰る,帰す,回帰
古,1,古い,古田さん
歌,1,歌う,歌
買,1,買い物,買う
悪,1,悪口,悪い
図,1,図書館,図る
週,1,週間
室,1,研究室
歩,1,散歩,歩く
風,1,風邪,風,台風,西風
紙,1,手紙,申込用紙
黒,1,黒い雨,黒い
花,1,花,生け花
春,1,春
赤,1,赤い,赤ちゃん
青,1,青い,青森県
館,1,図書館,美術館,博物館,大使館,水族館,映画館,旅館,体育館,公民館
屋,1,本屋,肉屋,魚屋,部屋
色,1,色々,顔色
走,1,走る
秋,1,秋
夏,1,夏
習,1,習字,習う,練習,習慣
駅,1,駅
洋,1,洋服,洋食
旅,1,旅行,旅館
服,1,洋服,婦人服
夕,1,夕方,夕
借,1,借りる
曜,1,日曜日,月曜日,金曜日,火曜日,水曜日,木曜日,土曜日,何曜日
飲,1,飲み物
肉,1,肉屋,豚肉,筋肉,鳥肉,牛肉
貸,1,貸す
堂,1,堂,堂々,任天堂
鳥,1,鳥,鳥肉
飯,1,昼ご飯,朝ご飯
勉,1,勉強する
冬,1,冬,冬場
昼,1,昼,昼ご飯
茶,1,お茶,喫茶店
弟,1,弟,弟妹
牛,1,牛,牛乳,牛肉
魚,1,魚屋,魚
兄,1,兄,お兄さん
犬,1,子犬,犬
妹,1,妹,弟妹
姉,1,姉,お姉さん
漢,1,漢字
